Date,Close,Close
2014-11-05,18.906667709350586
2014-11-06,19.02666664123535
2014-11-07,19.15999984741211
2014-11-10,19.086666107177734
2014-11-11,19.110000610351562
2014-11-12,19.139999389648438
2014-11-13,19.200000762939453
2014-11-14,19.100000381469727
2014-11-17,18.969999313354492
2014-11-18,18.98666763305664
2014-11-19,19.07666778564453
2014-11-20,19.053333282470703
2014-11-21,18.979999542236328
2014-11-24,19.15999984741211
2014-11-25,19.05666732788086
2014-11-26,19.049999237060547
2014-11-28,19.106666564941406
2014-12-01,19.003332138061523
2014-12-02,19.203332901000977
2014-12-03,19.350000381469727
2014-12-04,19.426666259765625
2014-12-05,19.476667404174805
2014-12-08,19.69333267211914
2014-12-09,19.420000076293945
2014-12-10,19.350000381469727
2014-12-11,19.376667022705078
2014-12-12,19.24333381652832
2014-12-15,19.176666259765625
2014-12-16,19.183332443237305
2014-12-17,19.3700008392334
2014-12-18,19.606666564941406
2014-12-19,19.610000610351562
2014-12-22,19.636667251586914
2014-12-23,19.916667938232422
2014-12-24,19.836666107177734
2014-12-26,19.76333236694336
2014-12-29,19.81999969482422
2014-12-30,19.866666793823242
2014-12-31,19.700000762939453
2015-01-02,19.496667861938477
2015-01-05,19.3799991607666
2015-01-06,19.42333221435547
2015-01-07,19.536666870117188
2015-01-08,19.876667022705078
2015-01-09,19.703332901000977
2015-01-12,19.643333435058594
2015-01-13,19.719999313354492
2015-01-14,19.633333206176758
2015-01-15,19.706666946411133
2015-01-16,19.75
2015-01-20,19.583332061767578
2015-01-21,19.649999618530273
2015-01-22,19.889999389648438
2015-01-23,19.803333282470703
2015-01-26,19.90999984741211
2015-01-27,19.953332901000977
2015-01-28,19.753332138061523
2015-01-29,19.683332443237305
2015-01-30,19.323333740234375
2015-02-02,19.6200008392334
2015-02-03,19.8700008392334
2015-02-04,19.950000762939453
2015-02-05,20.15333366394043
2015-02-06,20.003332138061523
2015-02-09,19.92333221435547
2015-02-10,20.110000610351562
2015-02-11,20.083332061767578
2015-02-12,19.863332748413086
2015-02-13,19.983333587646484
2015-02-17,19.773332595825195
2015-02-18,20.016666412353516
2015-02-19,20.053333282470703
2015-02-20,20.01333236694336
2015-02-23,19.850000381469727
2015-02-24,19.809999465942383
2015-02-25,19.623332977294922
2015-02-26,19.633333206176758
2015-02-27,19.719999313354492
2015-03-02,19.8799991607666
2015-03-03,19.82666778564453
2015-03-04,19.78333282470703
2015-03-05,19.969999313354492
2015-03-06,19.956666946411133
2015-03-09,20.170000076293945
2015-03-10,19.933332443237305
2015-03-11,20.253332138061523
2015-03-12,20.483333587646484
2015-03-13,20.51333236694336
2015-03-16,20.696666717529297
2015-03-17,20.696666717529297
2015-03-18,20.906667709350586
2015-03-19,20.65999984741211
2015-03-20,20.89666748046875
2015-03-23,20.886667251586914
2015-03-24,20.8700008392334
2015-03-25,20.690000534057617
2015-03-26,20.64666748046875
2015-03-27,20.613332748413086
2015-03-30,20.893333435058594
2015-03-31,20.53333282470703
2015-04-01,20.606666564941406
2015-04-02,20.636667251586914
2015-04-06,20.683332443237305
2015-04-07,20.59000015258789
2015-04-08,20.68666648864746
2015-04-09,20.799999237060547
2015-04-10,20.976667404174805
2015-04-13,20.946666717529297
2015-04-14,20.976667404174805
2015-04-15,20.843332290649414
2015-04-16,20.793333053588867
2015-04-17,20.53333282470703
2015-04-20,20.68000030517578
2015-04-21,20.50666618347168
2015-04-22,20.43000030517578
2015-04-23,20.42333221435547
2015-04-24,20.413333892822266
2015-04-27,20.25
2015-04-28,20.343332290649414
2015-04-29,20.246667861938477
2015-04-30,20.226667404174805
2015-05-01,20.39666748046875
2015-05-04,20.543333053588867
2015-05-05,20.48666763305664
2015-05-06,20.56999969482422
2015-05-07,20.81333351135254
2015-05-08,20.889999389648438
2015-05-11,20.959999084472656
2015-05-12,20.836666107177734
2015-05-13,20.836666107177734
2015-05-14,21.149999618530273
2015-05-15,21.03333282470703
2015-05-18,21.406667709350586
2015-05-19,21.59666633605957
2015-05-20,21.593332290649414
2015-05-21,21.65333366394043
2015-05-22,21.496667861938477
2015-05-26,21.360000610351562
2015-05-27,21.343332290649414
2015-05-28,21.406667709350586
2015-05-29,21.296667098999023
2015-06-01,21.35333251953125
2015-06-02,21.536666870117188
2015-06-03,21.739999771118164
2015-06-04,21.40333366394043
2015-06-05,21.40999984741211
2015-06-08,21.246667861938477
2015-06-09,21.32666778564453
2015-06-10,21.616666793823242
2015-06-11,21.883333206176758
2015-06-12,21.883333206176758
2015-06-15,21.829999923706055
2015-06-16,22.203332901000977
2015-06-17,22.09666633605957
2015-06-18,22.34666633605957
2015-06-19,22.239999771118164
2015-06-22,22.386667251586914
2015-06-23,22.43666648864746
2015-06-24,22.32666778564453
2015-06-25,22.329999923706055
2015-06-26,22.483333587646484
2015-06-29,22.1299991607666
2015-06-30,22.31999969482422
2015-07-01,22.8700008392334
2015-07-02,22.793333053588867
2015-07-06,23.100000381469727
2015-07-07,23.170000076293945
2015-07-08,23.0
2015-07-09,22.873332977294922
2015-07-10,23.133333206176758
2015-07-13,22.97333335876465
2015-07-14,23.016666412353516
2015-07-15,23.003332138061523
2015-07-16,23.1299991607666
2015-07-17,23.100000381469727
2015-07-20,23.203332901000977
2015-07-21,23.266666412353516
2015-07-22,23.520000457763672
2015-07-23,23.360000610351562
2015-07-24,23.42333221435547
2015-07-27,23.363332748413086
2015-07-28,23.280000686645508
2015-07-29,23.426666259765625
2015-07-30,24.020000457763672
2015-07-31,23.786666870117188
2015-08-03,24.020000457763672
2015-08-04,24.0
2015-08-05,24.06999969482422
2015-08-06,23.920000076293945
2015-08-07,24.040000915527344
2015-08-10,24.253332138061523
2015-08-11,24.27666664123535
2015-08-12,24.106666564941406
2015-08-13,24.296667098999023
2015-08-14,24.479999542236328
2015-08-17,24.606666564941406
2015-08-18,24.6299991607666
2015-08-19,24.469999313354492
2015-08-20,24.016666412353516
2015-08-21,23.503332138061523
2015-08-24,22.393333435058594
2015-08-25,22.24333381652832
2015-08-26,22.40999984741211
2015-08-27,22.663333892822266
2015-08-28,22.72333335876465
2015-08-31,22.760000228881836
2015-09-01,22.52666664123535
2015-09-02,22.84666633605957
2015-09-03,22.979999542236328
2015-09-04,22.77666664123535
2015-09-08,23.21666717529297
2015-09-09,23.09666633605957
2015-09-10,23.196666717529297
2015-09-11,23.246667861938477
2015-09-14,23.273332595825195
2015-09-15,23.406667709350586
2015-09-16,23.469999313354492
2015-09-17,23.469999313354492
2015-09-18,22.913333892822266
2015-09-21,23.286666870117188
2015-09-22,23.196666717529297
2015-09-23,23.239999771118164
2015-09-24,23.75
2015-09-25,24.139999389648438
2015-09-28,24.18000030517578
2015-09-29,24.416667938232422
2015-09-30,24.489999771118164
2015-10-01,24.463333129882812
2015-10-02,24.780000686645508
2015-10-05,24.99333381652832
2015-10-06,24.833332061767578
2015-10-07,25.290000915527344
2015-10-08,25.440000534057617
2015-10-09,25.209999084472656
2015-10-12,25.3799991607666
2015-10-13,25.43666648864746
2015-10-14,25.203332901000977
2015-10-15,25.586666107177734
2015-10-16,25.746667861938477
2015-10-19,25.82666778564453
2015-10-20,25.8700008392334
2015-10-21,25.78333282470703
2015-10-22,25.883333206176758
2015-10-23,25.836666107177734
2015-10-26,25.863332748413086
2015-10-27,25.82666778564453
2015-10-28,25.883333206176758
2015-10-29,25.883333206176758
2015-10-30,24.963333129882812
2015-11-02,25.0
2015-11-03,24.8700008392334
2015-11-04,24.803333282470703
2015-11-05,24.843332290649414
2015-11-06,24.843332290649414
2015-11-09,24.700000762939453
2015-11-10,24.81999969482422
2015-11-11,24.76333236694336
2015-11-12,24.553333282470703
2015-11-13,24.453332901000977
2015-11-16,24.553333282470703
2015-11-17,24.43000030517578
2015-11-18,24.6299991607666
2015-11-19,24.690000534057617
2015-11-20,24.68666648864746
2015-11-23,24.643333435058594
2015-11-24,24.53333282470703
2015-11-25,24.21666717529297
2015-11-27,24.30666732788086
2015-11-30,24.156667709350586
2015-12-01,24.399999618530273
2015-12-02,24.27666664123535
2015-12-03,24.110000610351562
2015-12-04,24.540000915527344
2015-12-07,24.336666107177734
2015-12-08,24.229999542236328
2015-12-09,23.75
2015-12-10,23.50666618347168
2015-12-11,23.31333351135254
2015-12-14,23.27666664123535
2015-12-15,23.219999313354492
2015-12-16,23.383333206176758
2015-12-17,23.309999465942383
2015-12-18,23.360000610351562
2015-12-21,23.226667404174805
2015-12-22,23.389999389648438
2015-12-23,23.463333129882812
2015-12-24,23.520000457763672
2015-12-28,23.64666748046875
2015-12-29,23.746667861938477
2015-12-30,23.546667098999023
2015-12-31,23.25
2016-01-04,22.950000762939453
2016-01-05,23.03333282470703
2016-01-06,23.06999969482422
2016-01-07,23.046667098999023
2016-01-08,22.80666732788086
2016-01-11,22.760000228881836
2016-01-12,22.543333053588867
2016-01-13,22.299999237060547
2016-01-14,22.299999237060547
2016-01-15,22.15999984741211
2016-01-19,22.25
2016-01-20,21.6299991607666
2016-01-21,21.663333892822266
2016-01-22,21.770000457763672
2016-01-25,22.01333236694336
2016-01-26,22.083332061767578
2016-01-27,21.963333129882812
2016-01-28,22.200000762939453
2016-01-29,22.516666412353516
2016-02-01,22.666667938232422
2016-02-02,22.196666717529297
2016-02-03,22.196666717529297
2016-02-04,21.98666763305664
2016-02-05,21.979999542236328
2016-02-08,22.546667098999023
2016-02-09,22.623332977294922
2016-02-10,22.959999084472656
2016-02-11,22.239999771118164
2016-02-12,22.799999237060547
2016-02-16,22.8700008392334
2016-02-17,22.729999542236328
2016-02-18,22.793333053588867
2016-02-19,22.876667022705078
2016-02-22,22.906667709350586
2016-02-23,22.719999313354492
2016-02-24,22.93000030517578
2016-02-25,23.02666664123535
2016-02-26,22.733333587646484
2016-02-29,22.64666748046875
2016-03-01,22.893333435058594
2016-03-02,23.049999237060547
2016-03-03,23.14666748046875
2016-03-04,23.1299991607666
2016-03-07,22.920000076293945
2016-03-08,22.959999084472656
2016-03-09,22.933332443237305
2016-03-10,22.956666946411133
2016-03-11,23.376667022705078
2016-03-14,23.31333351135254
2016-03-15,23.303333282470703
2016-03-16,23.200000762939453
2016-03-17,23.360000610351562
2016-03-18,23.389999389648438
2016-03-21,23.48666763305664
2016-03-22,23.5
2016-03-23,23.503332138061523
2016-03-24,23.106666564941406
2016-03-28,23.399999618530273
2016-03-29,23.53333282470703
2016-03-30,23.823333740234375
2016-03-31,23.700000762939453
2016-04-01,24.049999237060547
2016-04-04,24.0
2016-04-05,23.543333053588867
2016-04-06,23.286666870117188
2016-04-07,23.293333053588867
2016-04-08,23.25
2016-04-11,23.166667938232422
2016-04-12,23.366666793823242
2016-04-13,23.469999313354492
2016-04-14,23.479999542236328
2016-04-15,23.766666412353516
2016-04-18,23.81333351135254
2016-04-19,23.71666717529297
2016-04-20,23.663333892822266
2016-04-21,23.123332977294922
2016-04-22,23.60333251953125
2016-04-25,23.690000534057617
2016-04-26,23.766666412353516
2016-04-27,23.799999237060547
2016-04-28,23.55666732788086
2016-04-29,23.496667861938477
2016-05-02,23.729999542236328
2016-05-03,23.600000381469727
2016-05-04,23.523332595825195
2016-05-05,23.56999969482422
2016-05-06,23.44333267211914
2016-05-09,23.46666717529297
2016-05-10,23.84666633605957
2016-05-11,23.97333335876465
2016-05-12,23.899999618530273
2016-05-13,23.899999618530273
2016-05-16,24.020000457763672
2016-05-17,23.643333435058594
2016-05-18,23.8799991607666
2016-05-19,23.729999542236328
2016-05-20,23.753332138061523
2016-05-23,23.57666778564453
2016-05-24,23.93666648864746
2016-05-25,23.899999618530273
2016-05-26,23.956666946411133
2016-05-27,24.053333282470703
2016-05-31,24.219999313354492
2016-06-01,24.170000076293945
2016-06-02,24.22333335876465
2016-06-03,24.046667098999023
2016-06-06,23.89666748046875
2016-06-07,23.843332290649414
2016-06-08,24.036666870117188
2016-06-09,23.953332901000977
2016-06-10,23.833332061767578
2016-06-13,23.416667938232422
2016-06-14,23.209999084472656
2016-06-15,22.940000534057617
2016-06-16,23.18666648864746
2016-06-17,22.996667861938477
2016-06-20,23.18666648864746
2016-06-21,23.28333282470703
2016-06-22,23.32666778564453
2016-06-23,23.6200008392334
2016-06-24,23.003332138061523
2016-06-27,22.51333236694336
2016-06-28,22.916667938232422
2016-06-29,23.299999237060547
2016-06-30,24.0
2016-07-01,23.84000015258789
2016-07-05,23.633333206176758
2016-07-06,23.583332061767578
2016-07-07,23.530000686645508
2016-07-08,23.59000015258789
2016-07-11,23.583332061767578
2016-07-12,23.489999771118164
2016-07-13,23.476667404174805
2016-07-14,23.416667938232422
2016-07-15,23.323333740234375
2016-07-18,23.136667251586914
2016-07-19,23.06333351135254
2016-07-20,23.049999237060547
2016-07-21,23.123332977294922
2016-07-22,23.46666717529297
2016-07-25,23.40999984741211
2016-07-26,23.22333335876465
2016-07-27,23.149999618530273
2016-07-28,24.093332290649414
2016-07-29,24.209999084472656
2016-08-01,24.3700008392334
2016-08-02,24.60333251953125
2016-08-03,24.623332977294922
2016-08-04,24.69333267211914
2016-08-05,24.816667556762695
2016-08-08,24.796667098999023
2016-08-09,24.956666946411133
2016-08-10,25.053333282470703
2016-08-11,25.036666870117188
2016-08-12,24.93000030517578
2016-08-15,25.696666717529297
2016-08-16,26.760000228881836
2016-08-17,26.613332748413086
2016-08-18,26.683332443237305
2016-08-19,26.516666412353516
2016-08-22,26.48666763305664
2016-08-23,26.3799991607666
2016-08-24,26.453332901000977
2016-08-25,26.49333381652832
2016-08-26,26.420000076293945
2016-08-29,26.5
2016-08-30,26.790000915527344
2016-08-31,26.979999542236328
2016-09-01,27.136667251586914
2016-09-02,27.25
2016-09-06,27.586666107177734
2016-09-07,27.71666717529297
2016-09-08,27.43666648864746
2016-09-09,26.860000610351562
2016-09-12,27.113332748413086
2016-09-13,27.030000686645508
2016-09-14,26.883333206176758
2016-09-15,26.913333892822266
2016-09-16,26.649999618530273
2016-09-19,26.823333740234375
2016-09-20,26.99333381652832
2016-09-21,27.18666648864746
2016-09-22,27.229999542236328
2016-09-23,26.76333236694336
2016-09-26,26.48666763305664
2016-09-27,26.753332138061523
2016-09-28,26.84666633605957
2016-09-29,26.593332290649414
2016-09-30,26.420000076293945
2016-10-03,26.30666732788086
2016-10-04,26.479999542236328
2016-10-05,25.766666412353516
2016-10-06,25.68000030517578
2016-10-07,26.406667709350586
2016-10-10,26.163333892822266
2016-10-11,25.836666107177734
2016-10-12,26.213333129882812
2016-10-13,26.34666633605957
2016-10-14,26.639999389648438
2016-10-17,26.64666748046875
2016-10-18,26.433332443237305
2016-10-19,26.28333282470703
2016-10-20,26.030000686645508
2016-10-21,25.873332977294922
2016-10-24,25.933332443237305
2016-10-25,25.946666717529297
2016-10-26,26.299999237060547
2016-10-27,25.676666259765625
2016-10-28,25.823333740234375
2016-10-31,25.989999771118164
2016-11-01,25.683332443237305
2016-11-02,25.766666412353516
2016-11-03,25.94333267211914
2016-11-04,25.726667404174805
2016-11-07,26.170000076293945
2016-11-08,26.273332595825195
2016-11-09,26.406667709350586
2016-11-10,26.670000076293945
2016-11-11,27.040000915527344
2016-11-14,27.126667022705078
2016-11-15,27.03333282470703
2016-11-16,26.799999237060547
2016-11-17,26.866666793823242
2016-11-18,26.950000762939453
2016-11-21,26.963333129882812
2016-11-22,26.98666763305664
2016-11-23,27.203332901000977
2016-11-25,27.3799991607666
2016-11-28,27.206666946411133
2016-11-29,27.463333129882812
2016-11-30,27.573333740234375
2016-12-01,27.766666412353516
2016-12-02,27.696666717529297
2016-12-05,27.983333587646484
2016-12-06,28.14666748046875
2016-12-07,28.293333053588867
2016-12-08,28.75
2016-12-09,28.729999542236328
2016-12-12,29.303333282470703
2016-12-13,29.126667022705078
2016-12-14,28.816667556762695
2016-12-15,28.876667022705078
2016-12-16,28.94333267211914
2016-12-19,29.03333282470703
2016-12-20,29.043333053588867
2016-12-21,29.030000686645508
2016-12-22,29.030000686645508
2016-12-23,29.083332061767578
2016-12-27,28.899999618530273
2016-12-28,28.666667938232422
2016-12-29,28.696666717529297
2016-12-30,28.76333236694336
2017-01-03,28.6299991607666
2017-01-04,28.833332061767578
2017-01-05,28.540000915527344
2017-01-06,28.823333740234375
2017-01-09,28.406667709350586
2017-01-10,28.770000457763672
2017-01-11,28.786666870117188
2017-01-12,29.049999237060547
2017-01-13,29.00666618347168
2017-01-17,28.916667938232422
2017-01-18,29.356666564941406
2017-01-19,29.226667404174805
2017-01-20,29.163333892822266
2017-01-23,29.226667404174805
2017-01-24,29.3799991607666
2017-01-25,29.559999465942383
2017-01-26,29.666667938232422
2017-01-27,29.656667709350586
2017-01-30,29.47333335876465
2017-01-31,29.450000762939453
2017-02-01,29.683332443237305
2017-02-02,29.979999542236328
2017-02-03,30.213333129882812
2017-02-06,30.386667251586914
2017-02-07,30.433332443237305
2017-02-08,30.670000076293945
2017-02-09,30.953332901000977
2017-02-10,30.996667861938477
2017-02-13,31.06999969482422
2017-02-14,31.0
2017-02-15,31.030000686645508
2017-02-16,31.34666633605957
2017-02-17,31.34000015258789
2017-02-21,31.21666717529297
2017-02-22,31.389999389648438
2017-02-23,31.520000457763672
2017-02-24,31.51333236694336
2017-02-27,31.366666793823242
2017-02-28,31.523332595825195
2017-03-01,31.90999984741211
2017-03-02,31.53333282470703
2017-03-03,31.553333282470703
2017-03-06,31.360000610351562
2017-03-07,31.32666778564453
2017-03-08,31.31333351135254
2017-03-09,31.399999618530273
2017-03-10,31.696666717529297
2017-03-13,31.76333236694336
2017-03-14,31.69333267211914
2017-03-15,31.8799991607666
2017-03-16,31.833332061767578
2017-03-17,31.866666793823242
2017-03-20,31.733333587646484
2017-03-21,31.203332901000977
2017-03-22,31.209999084472656
2017-03-23,31.22333335876465
2017-03-24,31.06999969482422
2017-03-27,31.09666633605957
2017-03-28,31.40999984741211
2017-03-29,31.476667404174805
2017-03-30,31.76333236694336
2017-03-31,31.59000015258789
2017-04-03,31.39666748046875
2017-04-04,31.886667251586914
2017-04-05,31.586666107177734
2017-04-06,31.459999084472656
2017-04-07,31.25666618347168
2017-04-10,31.416667938232422
2017-04-11,31.57666778564453
2017-04-12,31.30666732788086
2017-04-13,31.023332595825195
2017-04-17,31.57666778564453
2017-04-18,31.57666778564453
2017-04-19,31.71666717529297
2017-04-20,31.709999084472656
2017-04-21,31.663333892822266
2017-04-24,31.873332977294922
2017-04-25,32.16999816894531
2017-04-26,32.503334045410156
2017-04-27,32.606666564941406
2017-04-28,32.323333740234375
2017-05-01,32.33000183105469
2017-05-02,32.163333892822266
2017-05-03,32.206668853759766
2017-05-04,32.39666748046875
2017-05-05,32.40666580200195
2017-05-08,32.086666107177734
2017-05-09,31.790000915527344
2017-05-10,31.823333740234375
2017-05-11,31.773332595825195
2017-05-12,31.729999542236328
2017-05-15,31.893333435058594
2017-05-16,31.766666412353516
2017-05-17,31.476667404174805
2017-05-18,31.753332138061523
2017-05-19,31.593332290649414
2017-05-22,31.503332138061523
2017-05-23,31.59666633605957
2017-05-24,31.68666648864746
2017-05-25,31.68000030517578
2017-05-26,31.850000381469727
2017-05-30,31.65999984741211
2017-05-31,32.41666793823242
2017-06-01,32.74333190917969
2017-06-02,32.93000030517578
2017-06-05,32.776668548583984
2017-06-06,32.380001068115234
2017-06-07,31.68000030517578
2017-06-08,31.586666107177734
2017-06-09,30.933332443237305
2017-06-12,31.15333366394043
2017-06-13,31.303333282470703
2017-06-14,31.416667938232422
2017-06-15,31.43666648864746
2017-06-16,31.476667404174805
2017-06-19,31.566667556762695
2017-06-20,31.50666618347168
2017-06-21,31.440000534057617
2017-06-22,31.01333236694336
2017-06-23,30.979999542236328
2017-06-26,30.96666717529297
2017-06-27,30.99333381652832
2017-06-28,31.446666717529297
2017-06-29,31.389999389648438
2017-06-30,31.09666633605957
2017-07-03,31.559999465942383
2017-07-05,31.73666763305664
2017-07-06,31.40333366394043
2017-07-07,31.74333381652832
2017-07-10,31.823333740234375
2017-07-11,31.933332443237305
2017-07-12,32.05666732788086
2017-07-13,32.099998474121094
2017-07-14,32.0533332824707
2017-07-17,32.18000030517578
2017-07-18,32.26333236694336
2017-07-19,32.483333587646484
2017-07-20,32.663333892822266
2017-07-21,32.83333206176758
2017-07-24,32.83000183105469
2017-07-25,33.040000915527344
2017-07-26,33.0099983215332
2017-07-27,31.536666870117188
2017-07-28,31.969999313354492
2017-07-31,32.41999816894531
2017-08-01,32.529998779296875
2017-08-02,32.62666702270508
2017-08-03,32.56666564941406
2017-08-04,32.68333435058594
2017-08-07,32.42333221435547
2017-08-08,32.41999816894531
2017-08-09,32.313331604003906
2017-08-10,32.176666259765625
2017-08-11,32.04666519165039
2017-08-14,32.220001220703125
2017-08-15,32.30666732788086
2017-08-16,32.220001220703125
2017-08-17,32.12666702270508
2017-08-18,32.05666732788086
2017-08-21,32.143333435058594
2017-08-22,32.336666107177734
2017-08-23,32.33333206176758
2017-08-24,32.233333587646484
2017-08-25,32.470001220703125
2017-08-28,32.119998931884766
2017-08-29,32.133331298828125
2017-08-30,32.21666717529297
2017-08-31,32.4466667175293
2017-09-01,32.54666519165039
2017-09-05,31.713333129882812
2017-09-06,31.57666778564453
2017-09-07,30.510000228881836
2017-09-08,31.440000534057617
2017-09-11,32.3033332824707
2017-09-12,32.563331604003906
2017-09-13,32.663333892822266
2017-09-14,32.15999984741211
2017-09-15,32.13666534423828
2017-09-18,32.290000915527344
2017-09-19,32.130001068115234
2017-09-20,32.209999084472656
2017-09-21,32.6966667175293
2017-09-22,32.70000076293945
2017-09-25,32.68000030517578
2017-09-26,32.709999084472656
2017-09-27,32.90999984741211
2017-09-28,32.98666763305664
2017-09-29,32.83333206176758
2017-10-02,33.32666778564453
2017-10-03,33.36000061035156
2017-10-04,33.22999954223633
2017-10-05,33.43333435058594
2017-10-06,33.313331604003906
2017-10-09,33.16999816894531
2017-10-10,33.04999923706055
2017-10-11,32.86333465576172
2017-10-12,32.849998474121094
2017-10-13,32.779998779296875
2017-10-16,32.973331451416016
2017-10-17,33.1966667175293
2017-10-18,33.43333435058594
2017-10-19,33.720001220703125
2017-10-20,34.04999923706055
2017-10-23,34.12666702270508
2017-10-24,33.97666549682617
2017-10-25,34.03666687011719
2017-10-26,33.53666687011719
2017-10-27,33.23666763305664
2017-10-30,33.276668548583984
2017-10-31,33.21333312988281
2017-11-01,32.616668701171875
2017-11-02,31.793333053588867
