Date,Close
1980-09-04,0.8217442035675049
1980-09-05,0.8217442035675049
1980-09-08,0.8279233574867249
1980-09-09,0.8402800559997559
1980-09-10,0.8402800559997559
1980-09-11,0.8402800559997559
1980-09-12,0.8526374101638794
1980-09-15,0.8526374101638794
1980-09-16,0.8649940490722656
1980-09-17,0.8649940490722656
1980-09-18,0.8649940490722656
1980-09-19,0.8711723685264587
1980-09-22,0.8773511648178101
1980-09-23,0.9020655751228333
1980-09-24,0.8897086977958679
1980-09-25,0.8897086977958679
1980-09-26,0.8773511648178101
1980-09-29,0.8711723685264587
1980-09-30,0.8649940490722656
1980-10-01,0.8649940490722656
1980-10-02,0.8649940490722656
1980-10-03,0.8649940490722656
1980-10-06,0.8958868384361267
1980-10-07,0.8835300207138062
1980-10-08,0.8835300207138062
1980-10-09,0.8897086977958679
1980-10-10,0.8897086977958679
1980-10-13,0.9020655751228333
1980-10-14,0.9082444906234741
1980-10-15,0.9144225716590881
1980-10-16,0.9267789721488953
1980-10-17,0.9267789721488953
1980-10-20,0.9514931440353394
1980-10-21,0.976207435131073
1980-10-22,0.976207435131073
1980-10-23,0.976207435131073
1980-10-24,0.9823857545852661
1980-10-27,0.970028817653656
1980-10-28,0.9638507962226868
1980-10-29,0.9638507962226868
1980-10-30,0.9638507962226868
1980-10-31,0.9638507962226868
1980-11-03,0.976207435131073
1980-11-05,0.9947432279586792
1980-11-06,0.976207435131073
1980-11-07,0.9638507962226868
1980-11-10,0.9638507962226868
1980-11-11,0.9576720595359802
1980-11-12,0.976207435131073
1980-11-13,0.976207435131073
1980-11-14,0.9947432279586792
1980-11-17,0.9947432279586792
1980-11-18,1.0256365537643433
1980-11-19,1.0256365537643433
1980-11-20,1.0256365537643433
1980-11-21,1.0256365537643433
1980-11-24,1.0256365537643433
1980-11-25,1.0194568634033203
1980-11-26,1.0194568634033203
1980-11-28,1.0071001052856445
1980-12-01,0.9947432279586792
1980-12-02,0.970028817653656
1980-12-03,0.9576720595359802
1980-12-04,0.9669405221939087
1980-12-05,0.9576720595359802
1980-12-08,0.9576720595359802
1980-12-09,0.9514931440353394
1980-12-10,0.9514931440353394
1980-12-11,0.9391368627548218
1980-12-12,0.9391368627548218
1980-12-15,0.9391368627548218
1980-12-16,0.9267789721488953
1980-12-17,0.9206008315086365
1980-12-18,0.9206008315086365
1980-12-19,0.9206008315086365
1980-12-22,0.9206008315086365
1980-12-23,0.9329583644866943
1980-12-24,0.9329583644866943
1980-12-26,0.9329583644866943
1980-12-29,0.9020655751228333
1980-12-30,0.8897086977958679
1980-12-31,0.8897086977958679
1981-01-02,0.8897086977958679
1981-01-05,0.8958868384361267
1981-01-06,0.8835300207138062
1981-01-07,0.8526374101638794
1981-01-08,0.8588162064552307
1981-01-09,0.8649940490722656
1981-01-12,0.8649940490722656
1981-01-13,0.8649940490722656
1981-01-14,0.8649940490722656
1981-01-15,0.8649940490722656
1981-01-16,0.8897086977958679
1981-01-19,0.9267789721488953
1981-01-20,0.8897086977958679
1981-01-21,0.8649940490722656
1981-01-22,0.8773511648178101
1981-01-23,0.8526374101638794
1981-01-26,0.8649940490722656
1981-01-27,0.8773511648178101
1981-01-28,0.8649940490722656
1981-01-29,0.8649940490722656
1981-01-30,0.8773511648178101
1981-02-02,0.8773511648178101
1981-02-03,0.8773511648178101
1981-02-04,0.8897086977958679
1981-02-05,0.8897086977958679
1981-02-06,0.8897086977958679
1981-02-09,0.9020655751228333
1981-02-10,0.9020655751228333
1981-02-11,0.9267789721488953
1981-02-12,0.9144225716590881
1981-02-13,0.9267789721488953
1981-02-17,0.9267789721488953
1981-02-18,0.9020655751228333
1981-02-19,0.9020655751228333
1981-02-20,0.9144225716590881
1981-02-23,0.9144225716590881
1981-02-24,0.9144225716590881
1981-02-25,0.9144225716590881
1981-02-26,0.9144225716590881
1981-02-27,0.9144225716590881
1981-03-02,0.9144225716590881
1981-03-03,0.9144225716590881
1981-03-04,0.9144225716590881
1981-03-05,0.9144225716590881
1981-03-06,0.9144225716590881
1981-03-09,0.9267789721488953
1981-03-10,0.9144225716590881
1981-03-11,0.9144225716590881
1981-03-12,0.8649940490722656
1981-03-13,0.8402800559997559
1981-03-16,0.8402800559997559
1981-03-17,0.8279233574867249
1981-03-18,0.8279233574867249
1981-03-19,0.8279233574867249
1981-03-20,0.8402800559997559
1981-03-23,0.8526374101638794
1981-03-24,0.8526374101638794
1981-03-25,0.8526374101638794
1981-03-26,0.8526374101638794
1981-03-27,0.8279233574867249
1981-03-30,0.8279233574867249
1981-03-31,0.8155663013458252
1981-04-01,0.8155663013458252
1981-04-02,0.7908516526222229
1981-04-03,0.7908516526222229
1981-04-06,0.7908516526222229
1981-04-07,0.7908516526222229
1981-04-08,0.7908516526222229
1981-04-09,0.7908516526222229
1981-04-10,0.778494656085968
1981-04-13,0.778494656085968
1981-04-14,0.778494656085968
1981-04-15,0.778494656085968
1981-04-16,0.7908516526222229
1981-04-20,0.7908516526222229
1981-04-21,0.7908516526222229
1981-04-22,0.8032089471817017
1981-04-23,0.8032089471817017
1981-04-24,0.8032089471817017
1981-04-27,0.8032089471817017
1981-04-28,0.778494656085968
1981-04-29,0.7661375403404236
1981-04-30,0.7661375403404236
1981-05-01,0.778494656085968
1981-05-04,0.778494656085968
1981-05-05,0.778494656085968
1981-05-06,0.778494656085968
1981-05-07,0.778494656085968
1981-05-08,0.778494656085968
1981-05-11,0.778494656085968
1981-05-12,0.7661375403404236
1981-05-13,0.778494656085968
1981-05-14,0.8032089471817017
1981-05-15,0.7908516526222229
1981-05-18,0.7908516526222229
1981-05-19,0.7908516526222229
1981-05-20,0.7908516526222229
1981-05-21,0.7908516526222229
1981-05-22,0.7908516526222229
1981-05-26,0.8032089471817017
1981-05-27,0.8032089471817017
1981-05-28,0.8032089471817017
1981-05-29,0.8032089471817017
1981-06-01,0.8032089471817017
1981-06-02,0.7908516526222229
1981-06-03,0.778494656085968
1981-06-04,0.778494656085968
1981-06-05,0.778494656085968
1981-06-08,0.778494656085968
1981-06-09,0.7661375403404236
1981-06-10,0.7537808418273926
1981-06-11,0.7167094349861145
1981-06-12,0.7167094349861145
1981-06-15,0.7043524980545044
1981-06-16,0.7043524980545044
1981-06-17,0.6919954419136047
1981-06-18,0.6919954419136047
1981-06-19,0.6919954419136047
1981-06-22,0.7167094349861145
1981-06-23,0.7167094349861145
1981-06-24,0.7167094349861145
1981-06-25,0.7290667295455933
1981-06-26,0.7290667295455933
1981-06-29,0.7290667295455933
1981-06-30,0.7290667295455933
1981-07-01,0.7290667295455933
1981-07-02,0.7290667295455933
1981-07-06,0.7043524980545044
1981-07-07,0.7043524980545044
1981-07-08,0.7043524980545044
1981-07-09,0.7043524980545044
1981-07-10,0.7290667295455933
1981-07-13,0.7290667295455933
1981-07-14,0.7414238452911377
1981-07-15,0.7414238452911377
1981-07-16,0.7414238452911377
1981-07-17,0.7414238452911377
1981-07-20,0.7414238452911377
1981-07-21,0.7414238452911377
1981-07-22,0.7414238452911377
1981-07-23,0.7414238452911377
1981-07-24,0.7414238452911377
1981-07-27,0.7414238452911377
1981-07-28,0.7414238452911377
1981-07-29,0.7414238452911377
1981-07-30,0.7537808418273926
1981-07-31,0.7537808418273926
1981-08-03,0.7537808418273926
1981-08-04,0.7537808418273926
1981-08-05,0.7537808418273926
1981-08-06,0.7537808418273926
1981-08-07,0.7414238452911377
1981-08-10,0.7414238452911377
1981-08-11,0.7414238452911377
1981-08-12,0.7414238452911377
1981-08-13,0.7537808418273926
1981-08-14,0.7537808418273926
1981-08-17,0.7537808418273926
1981-08-18,0.7537808418273926
1981-08-19,0.7537808418273926
1981-08-20,0.7537808418273926
1981-08-21,0.7537808418273926
1981-08-24,0.7537808418273926
1981-08-25,0.7537808418273926
1981-08-26,0.7414238452911377
1981-08-27,0.7537808418273926
1981-08-28,0.7537808418273926
1981-08-31,0.7537808418273926
1981-09-01,0.7414238452911377
1981-09-02,0.7414238452911377
1981-09-03,0.7414238452911377
1981-09-04,0.7290667295455933
1981-09-08,0.7290667295455933
1981-09-09,0.7290667295455933
1981-09-10,0.7290667295455933
1981-09-11,0.7290667295455933
1981-09-14,0.7414238452911377
1981-09-15,0.7414238452911377
1981-09-16,0.7414238452911377
1981-09-17,0.7537808418273926
1981-09-18,0.7661375403404236
1981-09-21,0.7661375403404236
1981-09-22,0.7661375403404236
1981-09-23,0.7537808418273926
1981-09-24,0.7537808418273926
1981-09-25,0.7537808418273926
1981-09-28,0.7537808418273926
1981-09-29,0.7537808418273926
1981-09-30,0.7414238452911377
1981-10-01,0.7290667295455933
1981-10-02,0.7290667295455933
1981-10-05,0.7290667295455933
1981-10-06,0.7290667295455933
1981-10-07,0.7290667295455933
1981-10-08,0.7414238452911377
1981-10-09,0.7537808418273926
1981-10-12,0.7537808418273926
1981-10-13,0.7661375403404236
1981-10-14,0.7661375403404236
1981-10-15,0.7537808418273926
1981-10-16,0.7537808418273926
1981-10-19,0.7537808418273926
1981-10-20,0.7537808418273926
1981-10-21,0.7537808418273926
1981-10-22,0.7537808418273926
1981-10-23,0.7537808418273926
1981-10-26,0.7537808418273926
1981-10-27,0.778494656085968
1981-10-28,0.778494656085968
1981-10-29,0.7908516526222229
1981-10-30,0.7908516526222229
1981-11-02,0.8032089471817017
1981-11-03,0.8155663013458252
1981-11-04,0.8279233574867249
1981-11-05,0.8279233574867249
1981-11-06,0.8155663013458252
1981-11-09,0.8155663013458252
1981-11-10,0.8155663013458252
1981-11-11,0.8155663013458252
1981-11-12,0.8155663013458252
1981-11-13,0.8155663013458252
1981-11-16,0.8155663013458252
1981-11-17,0.8155663013458252
1981-11-18,0.8155663013458252
1981-11-19,0.8155663013458252
1981-11-20,0.8155663013458252
1981-11-23,0.8155663013458252
1981-11-24,0.8155663013458252
1981-11-25,0.8155663013458252
1981-11-27,0.8155663013458252
1981-11-30,0.8155663013458252
1981-12-01,0.8279233574867249
1981-12-02,0.8402800559997559
1981-12-03,0.8402800559997559
1981-12-04,0.8402800559997559
1981-12-07,0.8402800559997559
1981-12-08,0.8402800559997559
1981-12-09,0.8402800559997559
1981-12-10,0.8402800559997559
1981-12-11,0.8526374101638794
1981-12-14,0.8649940490722656
1981-12-15,0.8649940490722656
1981-12-16,0.8526374101638794
1981-12-17,0.8526374101638794
1981-12-18,0.8526374101638794
1981-12-21,0.8649940490722656
1981-12-22,0.8649940490722656
1981-12-23,0.8649940490722656
1981-12-24,0.8649940490722656
1981-12-28,0.8649940490722656
1981-12-29,0.8773511648178101
1981-12-30,0.8773511648178101
1981-12-31,0.8773511648178101
1982-01-04,0.8773511648178101
1982-01-05,0.8649940490722656
1982-01-06,0.8649940490722656
1982-01-07,0.8649940490722656
1982-01-08,0.9267789721488953
1982-01-11,0.8032089471817017
1982-01-12,0.8402800559997559
1982-01-13,0.8402800559997559
1982-01-14,0.8402800559997559
1982-01-15,0.8402800559997559
1982-01-18,0.8526374101638794
1982-01-19,0.8526374101638794
1982-01-20,0.8526374101638794
1982-01-21,0.8526374101638794
1982-01-22,0.8526374101638794
1982-01-25,0.8526374101638794
1982-01-26,0.8279233574867249
1982-01-27,0.8155663013458252
1982-01-28,0.778494656085968
1982-01-29,0.778494656085968
1982-02-01,0.7537808418273926
1982-02-02,0.7414238452911377
1982-02-03,0.7414238452911377
1982-02-04,0.7414238452911377
1982-02-05,0.7414238452911377
1982-02-08,0.7414238452911377
1982-02-09,0.7414238452911377
1982-02-10,0.7414238452911377
1982-02-11,0.7414238452911377
1982-02-12,0.7414238452911377
1982-02-16,0.7290667295455933
1982-02-17,0.7290667295455933
1982-02-18,0.7290667295455933
1982-02-19,0.7290667295455933
1982-02-22,0.7290667295455933
1982-02-23,0.7290667295455933
1982-02-24,0.7290667295455933
1982-02-25,0.7290667295455933
1982-02-26,0.7290667295455933
1982-03-01,0.7290667295455933
1982-03-02,0.7290667295455933
1982-03-03,0.7290667295455933
1982-03-04,0.7414238452911377
1982-03-05,0.7537808418273926
1982-03-08,0.7414238452911377
1982-03-09,0.7414238452911377
1982-03-10,0.7414238452911377
1982-03-11,0.7414238452911377
1982-03-12,0.7414238452911377
1982-03-15,0.7414238452911377
1982-03-16,0.7414238452911377
1982-03-17,0.7414238452911377
1982-03-18,0.7414238452911377
1982-03-19,0.7414238452911377
1982-03-22,0.7537808418273926
1982-03-23,0.7537808418273926
1982-03-24,0.7537808418273926
1982-03-25,0.7537808418273926
1982-03-26,0.7414238452911377
1982-03-29,0.7167094349861145
1982-03-30,0.7167094349861145
1982-03-31,0.7167094349861145
1982-04-01,0.7290667295455933
1982-04-02,0.7290667295455933
1982-04-05,0.7290667295455933
1982-04-06,0.7290667295455933
1982-04-07,0.7414238452911377
1982-04-08,0.7414238452911377
1982-04-12,0.7414238452911377
1982-04-13,0.7414238452911377
1982-04-14,0.7414238452911377
1982-04-15,0.7414238452911377
1982-04-16,0.7414238452911377
1982-04-19,0.7290667295455933
1982-04-20,0.7043524980545044
1982-04-21,0.7290667295455933
1982-04-22,0.7167094349861145
1982-04-23,0.7167094349861145
1982-04-26,0.7290667295455933
1982-04-27,0.7414238452911377
1982-04-28,0.8402800559997559
1982-04-29,0.8032089471817017
1982-04-30,0.7537808418273926
1982-05-03,0.7414238452911377
1982-05-04,0.7414238452911377
1982-05-05,0.7414238452911377
1982-05-06,0.778494656085968
1982-05-07,0.778494656085968
1982-05-10,0.7661375403404236
1982-05-11,0.7661375403404236
1982-05-12,0.8032089471817017
1982-05-13,0.778494656085968
1982-05-14,0.778494656085968
1982-05-17,0.778494656085968
1982-05-18,0.778494656085968
1982-05-19,0.778494656085968
1982-05-20,0.778494656085968
1982-05-21,0.778494656085968
1982-05-24,0.778494656085968
1982-05-25,0.778494656085968
1982-05-26,0.778494656085968
1982-05-27,0.778494656085968
1982-05-28,0.778494656085968
1982-06-01,0.778494656085968
1982-06-02,0.7661375403404236
1982-06-03,0.7661375403404236
1982-06-04,0.778494656085968
1982-06-07,0.778494656085968
1982-06-08,0.778494656085968
1982-06-09,0.778494656085968
1982-06-10,0.8032089471817017
1982-06-11,0.8279233574867249
1982-06-14,0.8032089471817017
1982-06-15,0.7908516526222229
1982-06-16,0.7908516526222229
1982-06-17,0.778494656085968
1982-06-18,0.778494656085968
1982-06-21,0.778494656085968
1982-06-22,0.778494656085968
1982-06-23,0.778494656085968
1982-06-24,0.7908516526222229
1982-06-25,0.7908516526222229
1982-06-28,0.7908516526222229
1982-06-29,0.7908516526222229
1982-06-30,0.7908516526222229
1982-07-01,0.7908516526222229
1982-07-02,0.7908516526222229
1982-07-06,0.7908516526222229
1982-07-07,0.7908516526222229
1982-07-08,0.7908516526222229
1982-07-09,0.7908516526222229
1982-07-12,0.7908516526222229
1982-07-13,0.7908516526222229
1982-07-14,0.8032089471817017
1982-07-15,0.8032089471817017
1982-07-16,0.8032089471817017
1982-07-19,0.8032089471817017
1982-07-20,0.7908516526222229
1982-07-21,0.7908516526222229
1982-07-22,0.778494656085968
1982-07-23,0.778494656085968
1982-07-26,0.778494656085968
1982-07-27,0.778494656085968
1982-07-28,0.778494656085968
1982-07-29,0.778494656085968
1982-07-30,0.778494656085968
1982-08-02,0.778494656085968
1982-08-03,0.778494656085968
1982-08-04,0.778494656085968
1982-08-05,0.778494656085968
1982-08-06,0.778494656085968
1982-08-09,0.7661375403404236
1982-08-10,0.7661375403404236
1982-08-11,0.7661375403404236
1982-08-12,0.7661375403404236
1982-08-13,0.7414238452911377
1982-08-16,0.7414238452911377
1982-08-17,0.7414238452911377
1982-08-18,0.778494656085968
1982-08-19,0.7908516526222229
1982-08-20,0.778494656085968
1982-08-23,0.7908516526222229
1982-08-24,0.7908516526222229
1982-08-25,0.8279233574867249
1982-08-26,0.8526374101638794
1982-08-27,0.8526374101638794
1982-08-30,0.8526374101638794
1982-08-31,0.9267789721488953
1982-09-01,0.9144225716590881
1982-09-02,0.8649940490722656
1982-09-03,0.8649940490722656
1982-09-07,0.8526374101638794
1982-09-08,0.8649940490722656
1982-09-09,0.8526374101638794
1982-09-10,0.8402800559997559
1982-09-13,0.8402800559997559
1982-09-14,0.8402800559997559
1982-09-15,0.8402800559997559
1982-09-16,0.8402800559997559
1982-09-17,0.8402800559997559
1982-09-20,0.8279233574867249
1982-09-21,0.8279233574867249
1982-09-22,0.8279233574867249
1982-09-23,0.8279233574867249
1982-09-24,0.8279233574867249
1982-09-27,0.8279233574867249
1982-09-28,0.8279233574867249
1982-09-29,0.8279233574867249
1982-09-30,0.8032089471817017
1982-10-01,0.7908516526222229
1982-10-04,0.7661375403404236
1982-10-05,0.7661375403404236
1982-10-06,0.7661375403404236
1982-10-07,0.7661375403404236
1982-10-08,0.7167094349861145
1982-10-11,0.7167094349861145
1982-10-12,0.7167094349861145
1982-10-13,0.7290667295455933
1982-10-14,0.7537808418273926
1982-10-15,0.7661375403404236
1982-10-18,0.778494656085968
1982-10-19,0.8032089471817017
1982-10-20,0.8155663013458252
1982-10-21,0.8155663013458252
1982-10-22,0.8526374101638794
1982-10-25,0.8526374101638794
1982-10-26,0.8649940490722656
1982-10-27,0.8649940490722656
1982-10-28,0.8649940490722656
1982-10-29,0.8649940490722656
1982-11-01,0.8649940490722656
1982-11-02,0.8649940490722656
1982-11-03,0.9391368627548218
1982-11-04,0.9391368627548218
1982-11-05,0.9391368627548218
1982-11-08,0.9391368627548218
1982-11-09,0.9144225716590881
1982-11-10,0.8897086977958679
1982-11-11,0.8897086977958679
1982-11-12,0.8773511648178101
1982-11-15,0.8773511648178101
1982-11-16,0.8649940490722656
1982-11-17,0.8402800559997559
1982-11-18,0.8279233574867249
1982-11-19,0.8155663013458252
1982-11-22,0.8155663013458252
1982-11-23,0.8032089471817017
1982-11-24,0.8155663013458252
1982-11-26,0.8155663013458252
1982-11-29,0.8279233574867249
1982-11-30,0.8402800559997559
1982-12-01,0.8526374101638794
1982-12-02,0.8526374101638794
1982-12-03,0.8526374101638794
1982-12-06,0.9020655751228333
1982-12-07,0.9020655751228333
1982-12-08,0.9020655751228333
1982-12-09,0.9020655751228333
1982-12-10,0.9020655751228333
1982-12-13,0.9020655751228333
1982-12-14,0.9020655751228333
1982-12-15,0.9144225716590881
1982-12-16,0.9144225716590881
1982-12-17,0.9144225716590881
1982-12-20,0.9267789721488953
1982-12-21,0.9514931440353394
1982-12-22,0.9514931440353394
1982-12-23,0.9514931440353394
1982-12-27,0.9514931440353394
1982-12-28,0.976207435131073
1982-12-29,0.9885654449462891
1982-12-30,1.0256365537643433
1982-12-31,1.050350546836853
1983-01-03,1.0627068281173706
1983-01-04,1.0627068281173706
1983-01-05,1.0627068281173706
1983-01-06,0.9885654449462891
1983-01-07,0.9885654449462891
1983-01-10,1.013278841972351
1983-01-11,1.0627068281173706
1983-01-12,1.1244922876358032
1983-01-13,1.1121352910995483
1983-01-14,1.0997776985168457
1983-01-17,1.0750643014907837
1983-01-18,1.0750643014907837
1983-01-19,1.050350546836853
1983-01-20,1.050350546836853
1983-01-21,1.037992238998413
1983-01-24,1.0256365537643433
1983-01-25,1.0256365537643433
1983-01-26,1.0627068281173706
1983-01-27,1.0874214172363281
1983-01-28,1.0997776985168457
1983-01-31,1.0997776985168457
1983-02-01,1.0997776985168457
1983-02-02,1.0997776985168457
1983-02-03,1.0997776985168457
1983-02-04,1.0997776985168457
1983-02-07,1.1121352910995483
1983-02-08,1.1244922876358032
1983-02-09,1.1121352910995483
1983-02-10,1.1244922876358032
1983-02-11,1.1244922876358032
1983-02-14,1.1492068767547607
1983-02-15,1.1739211082458496
1983-02-16,1.1862775087356567
1983-02-17,1.1739211082458496
1983-02-18,1.1739211082458496
1983-02-22,1.1244922876358032
1983-02-23,1.0874214172363281
1983-02-24,1.0874214172363281
1983-02-25,1.0874214172363281
1983-02-28,1.0874214172363281
1983-03-01,1.1121352910995483
1983-03-02,1.0997776985168457
1983-03-03,1.1244922876358032
1983-03-04,1.1368499994277954
1983-03-07,1.1368499994277954
1983-03-08,1.1121352910995483
1983-03-09,1.0997776985168457
1983-03-10,1.1121352910995483
1983-03-11,1.0997776985168457
1983-03-14,1.0997776985168457
1983-03-15,1.0874214172363281
1983-03-16,1.0874214172363281
1983-03-17,1.0750643014907837
1983-03-18,1.0256365537643433
1983-03-21,1.0256365537643433
1983-03-22,1.0256365537643433
1983-03-23,1.0256365537643433
1983-03-24,1.037992238998413
1983-03-25,1.037992238998413
1983-03-28,1.0256365537643433
1983-03-29,1.0256365537643433
1983-03-30,1.0256365537643433
1983-03-31,1.0256365537643433
1983-04-04,1.0256365537643433
1983-04-05,1.0874214172363281
1983-04-06,1.0874214172363281
1983-04-07,1.0874214172363281
1983-04-08,1.0874214172363281
1983-04-11,1.0997776985168457
1983-04-12,1.1615643501281738
1983-04-13,1.260420322418213
1983-04-14,1.2233489751815796
1983-04-15,1.2233489751815796
1983-04-18,1.1986353397369385
1983-04-19,1.1862775087356567
1983-04-20,1.1862775087356567
1983-04-21,1.1862775087356567
1983-04-22,1.1862775087356567
1983-04-25,1.1615643501281738
1983-04-26,1.1615643501281738
1983-04-27,1.1615643501281738
1983-04-28,1.1615643501281738
1983-04-29,1.1862775087356567
1983-05-02,1.1862775087356567
1983-05-03,1.1862775087356567
1983-05-04,1.1862775087356567
1983-05-05,1.1862775087356567
1983-05-06,1.1986353397369385
1983-05-09,1.2109915018081665
1983-05-10,1.2109915018081665
1983-05-11,1.2233489751815796
1983-05-12,1.260420322418213
1983-05-13,1.3345623016357422
1983-05-16,1.3469198942184448
1983-05-17,1.3345623016357422
1983-05-18,1.3345623016357422
1983-05-19,1.309849500656128
1983-05-20,1.2974905967712402
1983-05-23,1.2974905967712402
1983-05-24,1.3963481187820435
1983-05-25,1.3963481187820435
1983-05-26,1.4087049961090088
1983-05-27,1.4087049961090088
1983-05-31,1.3716341257095337
1983-06-01,1.3716341257095337
1983-06-02,1.3716341257095337
1983-06-03,1.3716341257095337
1983-06-06,1.3716341257095337
1983-06-07,1.3716341257095337
1983-06-08,1.3716341257095337
1983-06-09,1.3592758178710938
1983-06-10,1.3716341257095337
1983-06-13,1.3469198942184448
1983-06-14,1.3345623016357422
1983-06-15,1.3345623016357422
1983-06-16,1.3469198942184448
1983-06-17,1.3469198942184448
1983-06-20,1.3469198942184448
1983-06-21,1.3469198942184448
1983-06-22,1.3592758178710938
1983-06-23,1.3592758178710938
1983-06-24,1.3592758178710938
1983-06-27,1.3592758178710938
1983-06-28,1.3469198942184448
1983-06-29,1.3469198942184448
1983-06-30,1.3592758178710938
1983-07-01,1.3592758178710938
1983-07-05,1.3592758178710938
1983-07-06,1.3592758178710938
1983-07-07,1.3592758178710938
1983-07-08,1.3592758178710938
1983-07-11,1.3592758178710938
1983-07-12,1.3592758178710938
1983-07-13,1.3592758178710938
1983-07-14,1.3592758178710938
1983-07-15,1.3592758178710938
1983-07-18,1.3592758178710938
1983-07-19,1.3592758178710938
1983-07-20,1.3592758178710938
1983-07-21,1.3592758178710938
1983-07-22,1.3592758178710938
1983-07-25,1.3592758178710938
1983-07-26,1.3592758178710938
1983-07-27,1.3469198942184448
1983-07-28,1.3469198942184448
1983-07-29,1.3469198942184448
1983-08-01,1.3469198942184448
1983-08-02,1.3469198942184448
1983-08-03,1.3469198942184448
1983-08-04,1.309849500656128
1983-08-05,1.248063564300537
1983-08-08,1.0874214172363281
1983-08-09,1.0874214172363281
1983-08-10,1.0750643014907837
1983-08-11,1.050350546836853
1983-08-12,1.037992238998413
1983-08-15,1.037992238998413
1983-08-16,1.0627068281173706
1983-08-17,1.1121352910995483
1983-08-18,1.1121352910995483
1983-08-19,1.0997776985168457
1983-08-22,1.0997776985168457
1983-08-23,1.0997776985168457
1983-08-24,1.1121352910995483
1983-08-25,1.1121352910995483
1983-08-26,1.1121352910995483
1983-08-29,1.0874214172363281
1983-08-30,1.1121352910995483
1983-08-31,1.0874214172363281
1983-09-01,1.0627068281173706
1983-09-02,1.0627068281173706
1983-09-06,1.050350546836853
1983-09-07,1.0256365537643433
